state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,recharge_total,minutes_total,calls_total,rechargesPerMinute
KY,155,area_code_510,1,1,38,234.6,84,39.88,214.9,119,18.27,196.7,69,8.85,8.0,2,2.16,1,1,69.16,654.2,275,0.1057169061449098
KS,51,area_code_415,0,1,43,158.2,94,26.89,213.2,105,18.12,190.4,91,8.57,8.5,2,2.3,2,0,55.88,570.3,294,0.09798351744695775
SC,142,area_code_510,0,0,0,204.2,98,34.71,188.9,85,16.06,231.2,136,10.4,6.5,6,1.76,1,0,62.92999999999999,630.8,326,0.09976220672162334
ID,108,area_code_415,0,0,0,221.8,105,37.71,108.2,107,9.2,207.1,87,9.32,12.1,3,3.27,2,0,59.5,549.2,304,0.10833940276766205
OH,154,area_code_415,0,1,14,183.0,113,31.11,187.0,144,15.9,181.1,112,8.15,10.2,3,2.75,1,0,57.91,561.3000000000001,373,0.1031712096917869
AL,171,area_code_510,0,0,0,221.5,103,37.66,109.5,58,9.31,134.6,115,6.06,11.6,4,3.13,1,0,56.160000000000004,477.20000000000005,281,0.11768650461022631
KS,33,area_code_415,0,0,0,228.1,77,38.78,176.3,102,14.99,224.5,119,10.1,7.5,1,2.03,0,0,65.9,636.4,299,0.10355122564424891
CT,68,area_code_510,1,0,0,197.7,99,33.61,188.8,106,16.05,254.6,80,11.46,19.2,4,5.18,3,1,66.3,660.3000000000001,292,0.10040890504316219
WY,65,area_code_415,0,1,21,135.1,120,22.97,238.4,90,20.26,286.4,93,12.89,11.0,9,2.97,4,0,59.09,670.9,316,0.08807571918318677
NV,95,area_code_415,0,1,35,238.3,86,40.51,258.1,132,21.94,194.9,72,8.77,13.1,4,3.54,5,0,74.76,704.4000000000001,299,0.10613287904599658
ID,47,area_code_415,0,1,28,196.2,88,33.35,194.8,106,16.56,243.0,103,10.93,10.5,10,2.84,0,0,63.67999999999999,644.5,307,0.09880527540729246
IN,49,area_code_415,0,1,20,205.9,109,35.0,298.4,105,25.36,142.1,91,6.39,12.3,3,3.32,4,0,70.07,658.6999999999999,312,0.10637619553666312
AK,104,area_code_415,0,0,0,174.1,97,29.6,174.6,104,14.84,182.7,158,8.22,9.3,4,2.51,3,0,55.169999999999995,540.6999999999999,366,0.10203439985204366
AR,173,area_code_408,0,0,0,154.6,81,26.28,147.3,100,12.52,132.9,99,5.98,6.9,5,1.86,0,0,46.64,441.69999999999993,285,0.10559203079012906
WI,98,area_code_415,1,1,20,186.2,112,31.65,145.3,65,12.35,142.8,104,6.43,10.9,4,2.94,3,0,53.37,485.2,288,0.10999587798845836
IN,81,area_code_415,0,0,0,176.1,113,29.94,162.0,80,13.77,160.9,83,7.24,11.9,4,3.21,1,0,54.160000000000004,510.9,281,0.1060090037189274
KY,70,area_code_408,0,0,0,156.6,82,26.62,193.1,112,16.41,179.8,108,8.09,12.6,1,3.4,1,0,54.52,542.1,304,0.10057185021213798
AZ,63,area_code_415,0,1,19,163.0,75,27.71,238.4,103,20.26,171.8,100,7.73,11.3,3,3.05,3,0,58.75,584.5,284,0.10051325919589392
IN,32,area_code_415,0,0,0,103.6,78,17.61,238.5,115,20.27,186.9,70,8.41,11.0,4,2.97,2,0,49.25999999999999,540.0,269,0.0912222222222222
NC,111,area_code_415,0,0,0,162.1,98,27.56,217.6,87,18.5,264.1,107,11.88,7.7,1,2.08,0,0,60.02,651.5,293,0.09212586339217192
MD,96,area_code_415,0,0,0,149.2,125,25.36,210.6,119,17.9,290.5,102,13.07,9.4,3,2.54,4,0,58.87,659.6999999999999,353,0.08923753221161135
NM,79,area_code_415,0,0,0,187.3,108,31.84,177.1,72,15.05,269.2,135,12.11,9.5,3,2.57,3,0,61.57,643.0999999999999,321,0.09573938734255949
OH,123,area_code_510,0,0,0,222.4,90,37.81,286.3,104,24.34,300.8,95,13.54,9.9,3,2.67,2,1,78.36,819.4,294,0.09563094947522578
IN,88,area_code_415,0,0,0,82.7,94,14.06,157.5,130,13.39,205.9,81,9.27,10.6,4,2.86,0,1,39.58,456.70000000000005,309,0.08666520691920297
VA,182,area_code_408,0,1,24,215.2,73,36.58,133.1,85,11.31,205.1,79,9.23,10.9,7,2.94,0,0,60.06,564.3,244,0.10643274853801171
GA,84,area_code_408,1,1,18,136.8,114,23.26,200.3,110,17.03,199.0,86,8.96,8.0,4,2.16,3,0,51.41000000000001,544.1,317,0.09448630766403236
AL,109,area_code_415,0,0,0,168.0,103,28.56,190.8,100,16.22,196.9,65,8.86,7.1,4,1.92,0,0,55.56,562.8000000000001,272,0.09872068230277185
IA,79,area_code_415,0,1,12,62.4,119,10.61,237.6,96,20.2,193.4,116,8.7,7.8,2,2.11,0,0,41.62,501.2,333,0.08304070231444532
VA,68,area_code_415,0,1,41,226.0,113,38.42,149.8,115,12.73,184.9,88,8.32,11.5,2,3.11,2,0,62.580000000000005,572.2,320,0.10936735407200279
SD,129,area_code_408,0,0,0,52.2,93,8.87,128.8,117,10.95,141.7,63,6.38,9.4,12,2.54,1,0,28.74,332.09999999999997,286,0.08654019873532069
NV,70,area_code_415,0,0,0,205.7,80,34.97,221.4,103,18.82,206.2,117,9.28,14.2,5,3.83,2,0,66.9,647.5,307,0.10332046332046332
WY,44,area_code_415,0,1,20,184.8,105,31.42,195.0,169,16.58,130.1,121,5.85,11.6,3,3.13,1,0,56.980000000000004,521.5,399,0.10926174496644296
MA,113,area_code_510,0,0,0,193.1,93,32.83,206.4,85,17.54,215.9,102,9.72,11.1,2,3.0,1,0,63.089999999999996,626.5,283,0.1007023144453312
NJ,38,area_code_415,0,0,0,228.3,129,38.81,141.9,83,12.06,268.6,116,12.09,9.7,3,2.62,2,0,65.58000000000001,648.5000000000001,333,0.10112567463377024
UT,86,area_code_510,1,1,41,225.5,95,38.34,229.3,101,19.49,134.0,82,6.03,11.6,10,3.13,2,0,66.99,600.4,290,0.11157561625582944
NM,170,area_code_408,0,0,0,215.4,94,36.62,138.2,97,11.75,237.1,117,10.67,12.5,5,3.38,1,0,62.42,603.2,314,0.1034814323607427
NH,59,area_code_415,0,0,0,163.5,107,27.8,187.1,91,15.9,179.1,100,8.06,10.3,1,2.78,2,0,54.540000000000006,540.0,301,0.101
NJ,112,area_code_510,0,1,22,244.7,104,41.6,203.1,88,17.26,222.0,84,9.99,7.4,6,2.0,0,0,70.85,677.1999999999999,282,0.10462197282929711
MA,152,area_code_408,0,0,0,216.7,70,36.84,152.7,102,12.98,181.2,99,8.15,11.6,6,3.13,1,0,61.10000000000001,562.1999999999999,278,0.10868018498754894
GA,108,area_code_415,0,1,15,196.8,79,33.46,173.5,99,14.75,274.7,108,12.36,14.6,5,3.94,1,0,64.51,659.6,292,0.09780169799878714
AK,91,area_code_510,0,0,0,197.3,120,33.54,202.4,89,17.2,290.5,128,13.07,15.3,7,4.13,1,0,67.94,705.5,345,0.09630049610205528
AR,57,area_code_415,0,1,23,208.7,57,35.48,233.4,132,19.84,108.8,117,4.9,9.1,5,2.46,1,0,62.67999999999999,560.0,312,0.11192857142857142
WV,112,area_code_408,0,0,0,168.4,53,28.63,187.5,68,15.94,204.5,125,9.2,9.8,3,2.65,1,0,56.419999999999995,570.1999999999999,250,0.09894773763591723
OR,100,area_code_415,0,0,0,129.4,69,22.0,251.3,73,21.36,157.1,92,7.07,10.4,3,2.81,1,0,53.24,548.2,238,0.097117840204305
ID,42,area_code_510,1,0,0,260.9,94,44.35,152.8,123,12.99,212.6,94,9.57,11.1,4,3.0,1,0,69.91,637.4,316,0.10967994979604644
NY,68,area_code_415,0,0,0,267.9,80,45.54,145.4,143,12.36,273.3,119,12.3,14.9,1,4.02,3,1,74.22,701.4999999999999,346,0.10580185317177479
KY,132,area_code_415,0,0,0,172.7,90,29.36,344.0,62,29.24,301.6,113,13.57,5.5,4,1.49,0,0,73.65999999999998,823.8000000000001,269,0.08941490653071131
RI,137,area_code_408,1,0,0,159.1,80,27.05,239.8,81,20.38,249.0,96,11.21,8.5,5,2.3,0,0,60.94,656.4,262,0.09283973187081049
ID,42,area_code_510,0,0,0,166.8,138,28.36,212.4,78,18.05,194.7,70,8.76,12.4,9,3.35,2,0,58.519999999999996,586.3000000000001,297,0.09981238273921199
NH,81,area_code_415,0,1,17,145.7,89,24.77,202.9,70,17.25,212.4,92,9.56,9.5,5,2.57,1,0,54.15,570.5,257,0.09491673970201578
CO,135,area_code_408,0,0,0,129.4,104,22.0,199.0,96,16.92,142.4,81,6.41,12.3,4,3.32,1,0,48.65,483.09999999999997,286,0.1007037880356034
IA,102,area_code_510,0,0,0,171.5,77,29.16,261.0,107,22.19,328.8,72,14.8,10.2,1,2.75,0,0,68.9,771.5,257,0.08930654569021387
MT,117,area_code_510,0,0,0,180.6,134,30.7,216.6,96,18.41,101.0,122,4.55,10.6,6,2.86,4,1,56.519999999999996,508.8,362,0.11108490566037735
WY,37,area_code_510,0,1,33,225.7,133,38.37,223.9,115,19.03,192.7,131,8.67,11.2,5,3.02,3,0,69.08999999999999,653.5,387,0.10572302983932669
HI,72,area_code_408,0,0,0,153.8,64,26.15,304.4,106,25.87,185.0,125,8.32,8.4,5,2.27,1,0,62.61,651.6,301,0.0960865561694291
WI,48,area_code_510,0,0,0,176.9,110,30.07,274.3,114,23.32,115.3,125,5.19,11.0,2,2.97,1,0,61.55,577.5,352,0.10658008658008658
DE,155,area_code_415,0,0,0,250.5,89,42.59,146.1,84,12.42,164.2,60,7.39,8.4,3,2.27,1,0,64.67,569.1999999999999,237,0.11361560084328884
WA,124,area_code_408,0,0,0,282.8,108,48.08,246.3,89,20.94,256.4,96,11.54,10.3,1,2.78,3,1,83.34,795.8,297,0.1047248052274441
UT,91,area_code_510,0,0,0,142.6,90,24.24,286.8,102,24.38,222.2,113,10.0,14.8,3,4.0,0,0,62.62,666.3999999999999,308,0.09396758703481393
KY,169,area_code_510,0,0,0,276.1,120,46.94,123.5,88,10.5,261.9,116,11.79,11.9,5,3.21,1,0,72.43999999999998,673.4,330,0.10757350757350755
NH,74,area_code_510,0,0,0,154.3,71,26.23,262.3,105,22.3,235.3,99,10.59,13.9,4,3.75,0,0,62.870000000000005,665.8000000000001,279,0.09442775608290778
RI,101,area_code_408,1,1,35,181.0,88,30.77,222.5,113,18.91,217.8,103,9.8,11.1,3,3.0,1,0,62.480000000000004,632.4,308,0.09879822896900697
CA,142,area_code_415,0,0,0,108.1,81,18.38,146.9,115,12.49,197.6,84,8.89,9.0,7,2.43,1,0,42.19,461.6,288,0.09139948006932408
PA,61,area_code_415,0,1,31,252.1,98,42.86,215.7,149,18.33,135.7,117,6.11,5.1,4,1.38,2,0,68.67999999999999,608.6,370,0.11284916201117316
MA,50,area_code_510,0,0,0,160.1,64,27.22,208.7,123,17.74,199.7,84,8.99,7.6,12,2.05,5,1,55.99999999999999,576.1,288,0.09720534629404616
WI,82,area_code_408,0,0,0,217.6,82,36.99,169.4,101,14.4,248.9,124,11.2,12.7,3,3.43,0,0,66.02000000000001,648.6,310,0.10178846746839347
MT,142,area_code_415,0,1,22,198.3,144,33.71,157.2,96,13.36,180.9,114,8.14,11.1,4,3.0,2,0,58.21,547.5,360,0.10631963470319634
GA,27,area_code_415,0,1,32,190.3,97,32.35,279.0,77,23.72,133.8,117,6.02,8.4,3,2.27,2,0,64.36,611.5,296,0.10524938675388389
AZ,165,area_code_408,0,1,23,184.7,63,31.4,168.0,62,14.28,176.1,125,7.92,8.7,5,2.35,1,0,55.95,537.5,256,0.10409302325581396
GA,111,area_code_408,1,0,0,159.4,47,27.1,269.3,53,22.89,179.8,103,8.09,13.7,2,3.7,2,1,61.78,622.2,207,0.0992928318868531
ME,33,area_code_510,0,1,16,125.1,56,21.27,246.6,140,20.96,235.4,109,10.59,12.1,2,3.27,0,0,56.09000000000001,619.2,307,0.09058462532299742
ME,55,area_code_510,0,0,0,181.3,100,30.82,200.5,122,17.04,226.9,99,10.21,10.9,2,2.94,1,0,61.01,619.6,324,0.09846675274370562
UT,96,area_code_510,1,0,0,99.8,101,16.97,253.6,83,21.56,112.5,75,5.06,7.5,6,2.03,0,0,45.620000000000005,473.4,265,0.09636670891423745
MD,115,area_code_408,0,0,0,254.8,97,43.32,153.5,110,13.05,217.6,117,9.79,9.0,4,2.43,1,0,68.59,634.9,329,0.10803276106473461
DC,65,area_code_408,0,0,0,244.5,72,41.57,206.2,88,17.53,299.8,110,13.49,7.6,1,2.05,5,1,74.64,758.1,276,0.09845666798575385
OH,50,area_code_408,0,0,0,167.7,74,28.51,179.9,98,15.29,166.5,73,7.49,10.9,2,2.94,1,0,54.23,525.0,248,0.10329523809523809
MO,137,area_code_510,0,0,0,79.5,121,13.52,164.1,86,13.95,121.8,108,5.48,11.7,7,3.16,2,0,36.11,377.09999999999997,324,0.09575709360912225
ID,95,area_code_408,0,0,0,133.0,94,22.61,196.6,126,16.71,181.0,128,8.15,9.9,3,2.67,4,1,50.14,520.5,355,0.09633045148895293
WA,118,area_code_408,0,0,0,297.2,113,50.52,188.8,114,16.05,188.9,100,8.5,12.4,6,3.35,1,1,78.42,687.3,334,0.1140986468790921
NY,84,area_code_415,0,0,0,214.9,72,36.53,197.7,92,16.8,153.1,79,6.89,11.9,2,3.21,2,0,63.43,577.6,247,0.10981648199445983
NJ,42,area_code_408,0,0,0,269.9,99,45.88,37.8,76,3.21,166.6,139,7.5,13.8,1,3.73,1,0,60.32,488.09999999999997,316,0.12358123335382094
NM,53,area_code_415,0,0,0,143.8,102,24.45,199.6,124,16.97,177.8,65,8.0,7.8,4,2.11,1,0,51.53,529.0,296,0.09741020793950851
ID,123,area_code_415,0,0,0,132.2,122,22.47,169.9,101,14.44,150.1,123,6.75,12.9,11,3.48,3,1,47.13999999999999,465.1,360,0.1013545474091593
MO,60,area_code_408,0,0,0,162.8,117,27.68,163.2,121,13.87,242.4,140,10.91,14.2,2,3.83,1,0,56.28999999999999,582.6,381,0.09661860624785443
NJ,112,area_code_408,0,0,0,351.5,95,59.76,206.8,108,17.58,275.8,146,12.41,11.9,4,3.21,1,1,92.96,845.9999999999999,354,0.10988179669030734
NC,43,area_code_415,0,0,0,165.8,96,28.19,132.0,105,11.22,323.2,62,14.54,10.7,6,2.89,0,0,56.84,631.7,269,0.08997942061104955
KY,150,area_code_415,0,1,24,195.7,108,33.27,208.8,110,17.75,177.0,84,7.97,11.7,2,3.16,2,0,62.150000000000006,593.2,306,0.10477073499662845
CT,92,area_code_408,0,0,0,250.6,100,42.6,41.7,94,3.54,186.2,100,8.38,9.7,6,2.62,2,0,57.14,488.2,302,0.11704219582138468
NY,68,area_code_510,0,0,0,141.9,112,24.12,166.2,94,14.13,223.5,77,10.06,9.2,6,2.48,1,0,50.79,540.8000000000001,290,0.09391642011834318
OH,159,area_code_510,0,0,0,168.5,80,28.65,203.9,119,17.33,199.1,126,8.96,8.1,2,2.19,1,0,57.129999999999995,579.6,328,0.09856797791580399
IL,158,area_code_415,0,1,19,127.6,88,21.69,235.2,82,19.99,195.0,87,8.78,10.1,3,2.73,0,0,53.19,567.9,260,0.0936608557844691
IL,119,area_code_408,0,0,0,197.2,111,33.52,168.1,78,14.29,209.8,84,9.44,4.2,2,1.13,1,0,58.38,579.3,276,0.1007767995857069
WA,54,area_code_415,0,1,28,217.4,98,36.96,246.2,120,20.93,127.0,92,5.72,7.5,8,2.03,1,0,65.64,598.1,319,0.10974753385721452
NJ,60,area_code_415,1,0,0,97.2,91,16.52,243.7,93,20.71,235.0,116,10.58,10.1,2,2.73,1,1,50.54,586.0,303,0.08624573378839591
WI,111,area_code_415,0,1,23,87.7,91,14.91,218.3,118,18.56,173.1,87,7.79,12.3,4,3.32,1,0,44.58,491.40000000000003,301,0.09072039072039072
WV,119,area_code_415,0,1,32,186.4,75,31.69,206.9,92,17.59,150.6,80,6.78,12.1,2,3.27,1,0,59.330000000000005,556.0,250,0.10670863309352518
AL,74,area_code_415,0,0,0,180.0,110,30.6,212.9,100,18.1,182.3,95,8.2,11.8,10,3.19,0,0,60.09,587.0,315,0.1023679727427598
WY,118,area_code_408,0,0,0,232.4,92,39.51,191.0,68,16.24,213.0,138,9.58,7.7,4,2.08,1,0,67.41,644.1,303,0.1046576618537494
ME,124,area_code_415,0,0,0,151.6,119,25.77,198.1,93,16.84,173.4,91,7.8,11.6,3,3.13,3,0,53.54,534.7,309,0.10013091453151299
LA,133,area_code_510,0,0,0,172.2,81,29.27,214.9,123,18.27,184.3,90,8.29,11.1,6,3.0,3,0,58.83,582.5000000000001,303,0.10099570815450641
WI,49,area_code_408,0,0,0,260.9,88,44.35,174.2,103,14.81,262.8,98,11.83,10.6,4,2.86,1,0,73.85000000000001,708.5,294,0.10423429781227947
NH,112,area_code_415,0,0,0,124.4,109,21.15,196.1,119,16.67,166.1,89,7.47,10.2,4,2.75,2,0,48.04,496.8,323,0.09669887278582931
HI,130,area_code_510,0,0,0,126.8,101,21.56,144.1,105,12.25,249.6,117,11.23,11.4,8,3.08,2,0,48.120000000000005,531.9,333,0.09046813310772703
WV,130,area_code_510,0,0,0,110.0,107,18.7,181.9,85,15.46,208.0,94,9.36,11.7,3,3.16,1,0,46.67999999999999,511.59999999999997,290,0.09124315871774823
UT,188,area_code_408,0,0,0,231.1,92,39.29,182.4,93,15.5,227.2,89,10.22,9.8,5,2.65,4,0,67.66000000000001,650.5,283,0.10401229823212915
HI,174,area_code_415,0,0,0,187.4,74,31.86,144.6,142,12.29,235.7,102,10.61,10.2,1,2.75,1,0,57.51,577.9000000000001,320,0.09951548710849627
VT,57,area_code_415,0,0,0,166.4,114,28.29,76.8,119,6.53,260.1,77,11.7,10.9,3,2.94,3,0,49.459999999999994,514.2,316,0.09618825359782184
TX,98,area_code_415,1,0,0,172.5,118,29.33,198.5,107,16.87,230.2,105,10.36,12.6,3,3.4,1,0,59.96,613.8000000000001,334,0.09768654284783317
MD,105,area_code_408,0,0,0,141.8,85,24.11,191.3,101,16.26,133.6,126,6.01,10.9,3,2.94,1,0,49.32,477.6,316,0.10326633165829145
TN,175,area_code_408,1,1,35,159.5,95,27.12,140.7,100,11.96,176.3,99,7.93,5.4,4,1.46,5,1,48.47,481.9,303,0.10058103340942104
GA,100,area_code_415,0,0,0,218.9,124,37.21,237.5,99,20.19,189.7,52,8.54,11.0,6,2.97,2,0,68.91,657.0999999999999,283,0.10486988281844468
MA,132,area_code_415,0,0,0,138.7,101,23.58,257.5,85,21.89,165.6,92,7.45,7.8,1,2.11,2,0,55.03,569.5999999999999,281,0.0966116573033708
ND,117,area_code_415,1,0,0,158.1,101,26.88,315.1,96,26.78,176.1,108,7.92,13.9,2,3.75,3,1,65.33,663.2,310,0.09850723763570567
NJ,65,area_code_415,0,0,0,97.9,138,16.64,173.0,102,14.71,262.2,92,11.8,9.2,4,2.48,1,0,45.63,542.3,337,0.08414161903005718
NH,131,area_code_510,0,0,0,103.5,105,17.6,174.1,103,14.8,248.2,95,11.17,11.7,2,3.16,5,1,46.730000000000004,537.5,310,0.08693953488372094
NJ,114,area_code_408,0,0,0,206.3,113,35.07,223.5,97,19.0,234.3,119,10.54,8.1,6,2.19,2,0,66.8,672.2,337,0.09937518595656053
FL,127,area_code_415,0,1,24,211.5,121,35.96,183.9,115,15.63,186.2,103,8.38,13.5,1,3.65,3,0,63.620000000000005,595.0999999999999,343,0.10690640228533022
SC,94,area_code_408,0,0,0,229.2,103,38.96,163.9,133,13.93,190.1,67,8.55,7.4,6,2.0,3,0,63.44,590.6,312,0.10741618692854724
WY,67,area_code_510,0,0,0,125.0,96,21.25,294.5,114,25.03,205.7,75,9.26,10.2,4,2.75,1,1,58.29,635.4000000000001,290,0.0917374881964117
TX,123,area_code_408,0,1,41,141.3,127,24.02,152.0,96,12.92,218.8,114,9.85,8.1,3,2.19,3,0,48.98,520.2,343,0.09415609381007303
MA,116,area_code_415,0,0,0,119.0,94,20.23,144.3,110,12.27,199.7,65,8.99,8.8,5,2.38,2,0,43.870000000000005,471.8,276,0.09298431538787623
ID,107,area_code_415,0,0,0,260.6,81,44.3,246.1,116,20.92,243.3,117,10.95,12.8,9,3.46,0,1,79.63,762.8,323,0.10439171473518616
TX,110,area_code_415,0,0,0,149.2,128,25.36,112.8,101,9.59,156.3,111,7.03,12.2,4,3.29,1,0,45.27,430.5,345,0.10515679442508712
DE,29,area_code_415,0,0,0,163.7,109,27.83,207.3,88,17.62,266.2,101,11.98,10.4,2,2.81,1,0,60.24000000000001,647.6,301,0.09302038295243979
NY,76,area_code_415,0,0,0,223.0,109,37.91,218.7,97,18.59,138.6,126,6.24,11.6,8,3.13,2,0,65.87,591.9,342,0.11128569015036324
ME,115,area_code_408,0,0,0,200.2,115,34.03,268.8,109,22.85,185.4,102,8.34,12.8,2,3.46,3,0,68.67999999999999,667.1999999999999,331,0.10293764988009592
NM,68,area_code_415,0,0,0,248.6,59,42.26,199.1,126,16.92,112.5,117,5.06,6.5,3,1.76,2,0,66.0,566.7,307,0.11646373742721015
IL,63,area_code_415,0,1,26,214.2,80,36.41,253.0,152,21.51,156.4,109,7.04,10.3,2,2.78,2,0,67.74000000000001,633.9,345,0.10686228111689543
LA,69,area_code_415,0,0,0,245.6,128,41.75,173.0,101,14.71,111.8,118,5.03,14.2,7,3.83,2,0,65.32000000000001,544.6,356,0.11994124127800221
TN,97,area_code_408,0,0,0,238.6,85,40.56,203.3,75,17.28,180.5,127,8.12,16.2,8,4.37,0,0,70.33000000000001,638.6,295,0.11013153773880364
MI,108,area_code_510,1,0,0,86.1,97,14.64,227.9,101,19.37,225.8,102,10.16,9.1,3,2.46,3,0,46.63,548.9,306,0.08495172162506832
MS,79,area_code_415,0,0,0,161.6,94,27.47,187.5,110,15.94,220.8,71,9.94,10.3,7,2.78,2,0,56.129999999999995,580.2,284,0.09674250258531539
DE,52,area_code_415,0,0,0,257.9,80,43.84,220.7,82,18.76,225.4,70,10.14,16.8,3,4.54,2,1,77.28000000000002,720.8,237,0.10721420643729193
KS,114,area_code_415,0,0,0,209.2,127,35.56,165.3,93,14.05,196.8,98,8.86,10.6,8,2.86,3,0,61.33,581.9,329,0.10539611617116343
RI,90,area_code_510,0,1,19,214.0,57,36.38,245.3,105,20.85,205.6,68,9.25,10.3,2,2.78,1,0,69.26,675.1999999999999,233,0.1025770142180095
NJ,82,area_code_415,0,1,33,247.4,106,42.06,167.1,110,14.2,207.6,113,9.34,6.8,1,1.84,5,0,67.44000000000001,628.9,335,0.1072348545078709
WI,122,area_code_415,0,1,21,196.0,104,33.32,194.7,73,16.55,150.8,92,6.79,9.6,4,2.59,0,0,59.25,551.1,273,0.1075122482308111
MT,73,area_code_415,0,1,33,129.8,112,22.07,225.3,96,19.15,262.5,104,11.81,8.6,3,2.32,1,0,55.35,626.2,316,0.08839029064196742
WV,100,area_code_408,0,0,0,239.1,96,40.65,180.1,110,15.31,259.2,112,11.66,14.0,2,3.78,0,0,71.4,692.4,320,0.10311958405545929
IL,124,area_code_510,0,0,0,133.2,80,22.64,144.2,98,12.26,261.0,102,11.75,12.0,3,3.24,3,1,49.89,550.4,286,0.09064316860465117
OR,112,area_code_408,0,0,0,135.7,34,23.07,243.0,99,20.66,209.3,115,9.42,12.2,8,3.29,1,0,56.440000000000005,600.2,257,0.09403532155948018
MN,120,area_code_415,0,1,31,211.0,117,35.87,238.7,77,20.29,184.5,99,8.3,14.0,8,3.78,1,0,68.24,648.2,302,0.10527614933662448
TX,95,area_code_510,0,0,0,135.2,93,22.98,285.9,123,24.3,228.1,112,10.26,10.0,2,2.7,3,0,60.24,659.1999999999999,333,0.09138349514563109
AZ,102,area_code_510,0,1,29,158.2,132,26.89,250.6,47,21.3,219.3,86,9.87,15.1,4,4.08,1,0,62.13999999999999,643.1999999999999,270,0.09661069651741294
LA,61,area_code_408,0,0,0,140.8,126,23.94,212.5,115,18.06,141.7,79,6.38,6.4,5,1.73,4,1,50.11,501.4,329,0.09994016753091345
AL,42,area_code_510,0,0,0,160.2,103,27.23,159.8,116,13.58,255.7,87,11.51,12.9,3,3.48,1,0,55.8,588.6,310,0.09480122324159021
MD,104,area_code_415,0,0,0,153.7,86,26.13,160.3,78,13.63,176.6,140,7.95,9.6,8,2.59,1,0,50.3,500.20000000000005,313,0.10055977608956417
ND,184,area_code_415,0,0,0,237.6,86,40.39,157.0,105,13.35,163.6,103,7.36,14.2,2,3.83,2,0,64.93,572.4000000000001,298,0.1134346610761705
DC,29,area_code_510,0,0,0,182.1,92,30.96,180.4,91,15.33,206.4,128,9.29,7.2,2,1.94,2,0,57.519999999999996,576.1,315,0.09984377712202741
MD,5,area_code_408,0,0,0,198.7,108,33.78,146.7,86,12.47,216.8,95,9.76,9.5,3,2.57,2,0,58.58,571.7,294,0.10246632849396535
MA,58,area_code_408,0,1,47,151.1,117,25.69,137.4,103,11.68,172.6,99,7.77,9.2,8,2.48,1,0,47.62,470.3,328,0.10125451839251541
AR,103,area_code_415,0,1,22,219.0,126,37.23,311.9,126,26.51,197.0,112,8.87,9.0,8,2.43,3,0,75.04,736.9,375,0.10183199891437103
DC,165,area_code_510,0,0,0,195.2,84,33.18,229.5,116,19.51,185.3,147,8.34,11.9,3,3.21,0,0,64.24,621.9,350,0.10329634989548159
NJ,77,area_code_408,1,1,34,209.9,79,35.68,226.1,88,19.22,101.8,103,4.58,11.4,2,3.08,2,1,62.559999999999995,549.1999999999999,274,0.11391114348142754
MD,156,area_code_510,0,0,0,81.7,133,13.89,242.5,117,20.61,203.8,112,9.17,12.3,6,3.32,3,0,46.99,540.3,371,0.08697020173977421
RI,132,area_code_415,1,1,18,130.7,86,22.22,186.1,98,15.82,204.8,103,9.22,11.9,6,3.21,0,0,50.47,533.4999999999999,293,0.09460168697282101
AL,115,area_code_415,0,0,0,265.9,112,45.2,132.9,94,11.3,185.2,106,8.33,14.6,7,3.94,1,0,68.77,598.6,320,0.1148847310390912
MS,109,area_code_510,1,0,0,186.5,106,31.71,190.3,103,16.18,168.5,128,7.58,10.5,6,2.84,2,0,58.31,555.8,345,0.10491183879093201
NJ,117,area_code_408,0,0,0,185.6,115,31.55,174.8,83,14.86,188.2,122,8.47,6.7,4,1.81,4,1,56.69,555.3,328,0.10208896092202413
TX,148,area_code_408,0,0,0,249.7,91,42.45,185.1,90,15.73,234.2,88,10.54,10.5,1,2.84,1,0,71.56,679.5,271,0.10531272994849154
MS,135,area_code_510,0,0,0,204.1,116,34.7,150.2,74,12.77,108.1,154,4.86,8.1,1,2.19,2,0,54.519999999999996,470.5,347,0.11587672688629116
WI,87,area_code_510,0,1,24,135.8,108,23.09,251.4,62,21.37,181.5,91,8.17,6.4,4,1.73,0,0,54.36,575.1,265,0.0945226917057903
GA,26,area_code_510,0,0,0,83.2,93,14.14,199.5,64,16.96,242.6,112,10.92,10.7,4,2.89,1,0,44.910000000000004,536.0,274,0.08378731343283582
ME,78,area_code_415,0,0,0,211.4,105,35.94,249.9,77,21.24,199.6,129,8.98,9.3,2,2.51,2,0,68.67,670.1999999999999,315,0.10246195165622203
MT,78,area_code_510,0,0,0,185.8,102,31.59,251.6,88,21.39,202.8,86,9.13,13.3,6,3.59,2,0,65.7,653.5,284,0.10053557765876052
AR,121,area_code_415,0,0,0,123.6,113,21.01,229.4,85,19.5,242.9,97,10.93,10.3,4,2.78,0,0,54.220000000000006,606.1999999999999,299,0.08944242824150447
ID,101,area_code_415,0,0,0,202.5,91,34.43,142.5,134,12.11,219.6,102,9.88,10.1,4,2.73,3,0,59.15,574.7,334,0.10292326431181485
